"SMILES","logPow","UNIT {logPow}","Water solubility","UNIT {Water solubility}","logPow {measured, converted}","UNIT {logPow}","Water solubility {measured, converted}","UNIT {Water solubility}"
"CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1","6.06","Log unit","-","-","1.148E8","% ","-","-"
"O=C1C=CN=C2CCCCN12","-0.14","Log unit","-","-","72.44","% ","-","-"
"CCN(CC)C(=O)COC(=O)C1=CC=CC=C1O","1.99","Log unit","-","-","9772.0","% ","-","-"
"COC1=NC(OC)=C(CC2=CN=C(N)N=C2N)C=C1","2.01","Log unit","-","-","10230.0","% ","-","-"
"NC1=NC(=O)N(C=N1)C1OC(CO)C(O)C1O","-2.17","Log unit","-","-","0.6761","% ","-","-"
"BrC1=NC(=CN1)N(=O)=O","0.71","Log unit","-","-","512.9","% ","-","-"
"COC(=O)N(C)SN(C)C(=O)OC1=C2OC(C)(C)CC2=CC=C1","3.0","Log unit","-","-","100000.0","% ","-","-"
"CCOC(=O)N(C)SN(C)C(=O)OC1=C2OC(C)(C)CC2=CC=C1","3.5","Log unit","-","-","316200.0","% ","-","-"
"CCCCOC(=O)N(C)SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2","4.7","Log unit","-","-","5012000.0","% ","-","-"
"COC(=O)N(C)SN(C)C(=O)ON=C(SC)C(=O)N(C)C","-0.07","Log unit","-","-","85.11","% ","-","-"
"CC1=CC(Br)=CC(C)=C1N=C1NCCN1","2.8","Log unit","-","-","63100.0","% ","-","-"
"COC1=CC(Cl)=C(N=C2NCCN2)C(Cl)=C1","1.6","Log unit","-","-","3981.0","% ","-","-"
"ClC1=C(N=C2NCCN2)C(Br)=CC=C1","1.73","Log unit","-","-","5370.0","% ","-","-"
"ClC1=CC(=CC(Cl)=C1N=C1NCCN1)N(=O)=O","2.1","Log unit","-","-","12590.0","% ","-","-"
"CCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C)C(=O)CO","2.7","Log unit","-","-","50120.0","% ","-","-"
"CCOCC(O)CN1C=CN=C1N(=O)=O","0.04","Log unit","-","-","109.6","% ","-","-"
"NC1=NN(CC1)C1=CC=CC(=C1)C(F)(F)F","2.56","Log unit","-","-","36310.0","% ","-","-"
"CCC\C(=N/OCC=C)C1=C(CC(C)(C)C(C(=O)OC)C1=O)O[Na]","-0.2","Log unit","-","-","63.1","% ","-","-"
"ClC1=CC=C(CN(C2CCCC2)C(=O)NC2=CC=CC=C2)C=C1","4.82","Log unit","-","-","6607000.0","% ","-","-"
"NC(=O)C1=C(F)C=CC=C1Cl","0.49","Log unit","-","-","309.0","% ","-","-"
"CC1=NN=C(O1)C1=CC=CC=N1","0.46","Log unit","-","-","288.4","% ","-","-"
"COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)N(=O)=O)C(=O)OC(C)C","3.05","Log unit","-","-","112200.0","% ","-","-"
"CC(=O)N(CCO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I","-2.47","Log unit","-","-","0.3388","% ","-","-"
"CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I","-3.05","Log unit","-","-","0.08913","% ","-","-"
"CNC(=O)NC1=C(OCCN2CCCC2)C(OC)=C2OC=CC2=C1OC","1.38","Log unit","-","-","2399.0","% ","-","-"
"CC(C)C(C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1)C1=CC=C(Cl)C=C1","6.22","Log unit","-","-","1.66E8","% ","-","-"
"CCCCCCCCCCCC(=O)N1CCCC1=O","5.05","Log unit","-","-","1.122E7","% ","-","-"
"[Na+].[O-]C(=O)C1=CC=CC(=C1C1=CC=CC(=C1)C(F)(F)F)N(=O)=O","0.58","Log unit","-","-","380.2","% ","-","-"
"FC(F)(F)C1=CC(NC2=CC(Cl)=CC=C2C(=O)O[Na])=CC=C1","2.29","Log unit","-","-","19500.0","% ","-","-"
"COC(=O)NC1=NCC(N1C)C1=CC=CC=C1","1.57","Log unit","-","-","3715.0","% ","-","-"
"COC(=O)NC1=NCC(N1C)C1=CC=CC=C1F","1.53","Log unit","-","-","3388.0","% ","-","-"
"COC(=O)NC1=NCC(N1C)C1=CC=CC=C1Cl","2.08","Log unit","-","-","12020.0","% ","-","-"
"COC(=O)NC1=NCC(N1C)C1=CC=C(Cl)C=C1","2.17","Log unit","-","-","14790.0","% ","-","-"
"CCOC(=O)NC1=NCC(N1C)C1=CC=CC(C)=C1C","2.57","Log unit","-","-","37150.0","% ","-","-"
"NC1=NC=NC2=C1N=CN2C1CC(N=[N]#N)C(CO)O1","0.35","Log unit","-","-","223.9","% ","-","-"
"NC1=NC2=C(N=CN2C2CC(N=[N]#N)C(CO)O2)C(=O)N1","-0.33","Log unit","-","-","46.77","% ","-","-"
"CC(C)OC1=CC(NC(=O)C2=CC=CC=C2C(F)(F)F)=CC=C1","3.7","Log unit","-","-","501200.0","% ","-","-"
"NC(=O)C1=NN=C(Cl)C=C1","0.0","Log unit","-","-","100.0","% ","-","-"
"CCCCCCOC(=O)N(C)SN(C)C(=O)ON=C(C)SC","4.2","Log unit","-","-","1585000.0","% ","-","-"
"CCCCOC(=O)N(CCCC)SN(C)C(=O)ON=C(C)SC","4.2","Log unit","-","-","1585000.0","% ","-","-"
"CCCCN(SN(C)C(=O)ON=C(C)SC)C(=O)OC","2.5","Log unit","-","-","31620.0","% ","-","-"
"CCC(C)N1N=C2C=CC=CC2=N1","2.95","Log unit","-","-","89130.0","% ","-","-"
"CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O","-0.85","Log unit","-","-","14.13","% ","-","-"
"O=CNC=CC1=CC=CC=C1","1.95","Log unit","-","-","8913.0","% ","-","-"
"CC(=O)OC1=CC=C(C=CNC=O)C=C1","1.32","Log unit","-","-","2089.0","% ","-","-"
"CC(C)NCC(O)COC1=CC=CC=C1C1CC2CCC1C2","4.17","Log unit","-","-","1479000.0","% ","-","-"
"CSC(C)=NOC(=O)N(C)SN(C)C(=O)C1CC1","1.7","Log unit","-","-","5012.0","% ","-","-"
"[I-].C[N+](C)(C)CC1=CC=C(CCl)O1","-2.0","Log unit","-","-","1.0","% ","-","-"
"C1CCC(C1)N1N=NC2=C1C=CC=C2","2.61","Log unit","-","-","40740.0","% ","-","-"
"C1CCC(CC1)N1N=C2C=CC=CC2=N1","3.63","Log unit","-","-","426600.0","% ","-","-"
"CN(C)N=NC1=CC=C(NC(N)=O)C=C1","1.25","Log unit","-","-","1778.0","% ","-","-"
"CCCCCCCCN(C)N=NC1=CC=C(C=C1)C(N)=O","4.7","Log unit","-","-","5012000.0","% ","-","-"
"C1CCC(C1)N1N=C2C=CC=CC2=N1","3.04","Log unit","-","-","109600.0","% ","-","-"
"C1CCC(CC1)N1N=NC2=C1C=CC=C2","3.11","Log unit","-","-","128800.0","% ","-","-"
"CCCC(=O)OCN1C=C(F)C(=O)NC1=O","0.47","Log unit","-","-","295.1","% ","-","-"
"CC1=C(C=CC=C1)C(=O)C1=CC=C2C(CCN12)C(O)=O","2.9","Log unit","-","-","79430.0","% ","-","-"
"OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=C(F)C=C1","2.82","Log unit","-","-","66070.0","% ","-","-"
"COC1=C(OC)C(=CC(=C1)S(N)(=O)=O)C(=O)NCC1CCCN1CC=C","1.47","Log unit","-","-","2951.0","% ","-","-"
"CC1=CC=CC(C)=C1NC(=O)CCN","0.62","Log unit","-","-","416.9","% ","-","-"
"N#CC(=NNC1=CC=C(C=C1)N=NC1=CC=CC=C1)C#N","4.25","Log unit","-","-","1778000.0","% ","-","-"
"CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1","1.87","Log unit","-","-","7413.0","% ","-","-"
"ClC1=CC(OC2=CC(Cl)=C(Cl)C=C2)=CC=C1","5.74","Log unit","-","-","5.495E7","% ","-","-"
"C1CC2=CNN=C2C2CCC3=CNN=C3C12","0.3","Log unit","-","-","199.5","% ","-","-"
"CC(C)=CCC1(C)C(=O)NC(=O)NC1=O","1.17","Log unit","-","-","1479.0","% ","-","-"
"ClCC1(C(Cl)Cl)C2C(Cl)C(Cl)C1(C(Cl)Cl)C(Cl)C2Cl","5.84","Log unit","-","-","6.918E7","% ","-","-"
"CC1=CC(OC(=O)CNC(=O)C2=CC=CC=C2)=CC=C1","2.72","Log unit","-","-","52480.0","% ","-","-"
"CN(C)N=NC1=CC=CC=C1I","3.5","Log unit","-","-","316200.0","% ","-","-"
"CN(C)N=NC1=CC=CC=C1CO","1.73","Log unit","-","-","5370.0","% ","-","-"
"CN(CC=C)N=NC1=CC=C(C=C1)C(N)=O","2.09","Log unit","-","-","12300.0","% ","-","-"
"CON(C)N=NC1=CC=C(C=C1)C(N)=O","1.19","Log unit","-","-","1549.0","% ","-","-"
"COC1=CC=C(C=C1N=NN(C)C)C(N)=O","0.44","Log unit","-","-","275.4","% ","-","-"
"CN(C)\N=N\C1=CC(C#N)=C(C=C1)C#N","2.18","Log unit","-","-","15140.0","% ","-","-"
"CNC(=O)C1=CC=CC=C1N=NN(C)C","1.83","Log unit","-","-","6761.0","% ","-","-"
"CN(C)N=NC1=CC=CC=C1C(=O)NCC#N","1.79","Log unit","-","-","6166.0","% ","-","-"
"CN(C)\N=N/C1=CC=CC=C1C(=O)NNC(C)=O","1.18","Log unit","-","-","1514.0","% ","-","-"
"CN(C)N=NC1=CC=CC=C1C(=O)NC#N","0.8","Log unit","-","-","631.0","% ","-","-"
"CN(N=NC1=CC=C(C)C=C1)C(C)=O","3.23","Log unit","-","-","169800.0","% ","-","-"
"CN(C)N=NC1=CC=CC=C1C(=O)NN","1.28","Log unit","-","-","1905.0","% ","-","-"
"CN(CC#C)N\N=C1/N=CN=C1C(N)=O","0.33","Log unit","-","-","213.8","% ","-","-"
"CCN(CC)CCCNC(=O)C1=CC=CC=C1","1.56","Log unit","-","-","3631.0","% ","-","-"
"FC1=CN(C(=O)OC2=CC=CC=C2)C(=O)NC1=O","0.64","Log unit","-","-","436.5","% ","-","-"
"FC1=CN(C(=O)OCC2=CC=CC=C2)C(=O)NC1=O","1.18","Log unit","-","-","1514.0","% ","-","-"
"CCCCCCOC(=O)N1C=C(F)C(=O)NC1=O","2.04","Log unit","-","-","10960.0","% ","-","-"
"COCC1=CC=C(C=C1)C(O)=O","1.76","Log unit","-","-","5754.0","% ","-","-"
"CC1=CC=CC(C)=C1N(CCCN1CCCCC1)C(=O)CC1=CC=CC=C1","5.28","Log unit","-","-","1.905E7","% ","-","-"
"ClC1=CC=C2OC3=C(OC2=C1)C=C(Cl)C(Cl)=C3Cl","6.9","Log unit","-","-","7.943E8","% ","-","-"
"ClC1=CC=CC2=C1OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1O2","6.3","Log unit","-","-","1.995E8","% ","-","-"
"CC(C)C1(CC=C(C)C)C(=O)NC(=O)NC1=O","2.23","Log unit","-","-","16980.0","% ","-","-"
"O=N(=O)C1=CC=C(O1)C=CC#N","1.05","Log unit","-","-","1122.0","% ","-","-"
"CC1=CC=CC(C)=C1N(CN1C=CC=N1)C(=O)CCl","2.13","Log unit","-","-","13490.0","% ","-","-"
"OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12","2.39","Log unit","-","-","24550.0","% ","-","-"
"CCCC(C)N1N=NC2=C1C=CC=C2","2.95","Log unit","-","-","89130.0","% ","-","-"
"CCCCC(N)CC1=CC=CC=C1","3.36","Log unit","-","-","229100.0","% ","-","-"
"CC(C)(C)C(N)CC1=CC=CC=C1","2.91","Log unit","-","-","81280.0","% ","-","-"
"CC(C)CC(N)CC1=CC=CC=C1","3.29","Log unit","-","-","195000.0","% ","-","-"
"ClC1=CC(Cl)=C2OC3=CC=C(Cl)C(Cl)=C3OC2=C1","6.43","Log unit","-","-","2.692E8","% ","-","-"
"BrC=CC1=CC=C(O1)N(=O)=O","2.45","Log unit","-","-","28180.0","% ","-","-"
"CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1","6.94","Log unit","-","-","8.71E8","% ","-","-"
"CCOP(N)(=O)ON=C(C#N)C1=CC=CC=C1","0.72","Log unit","-","-","524.8","% ","-","-"
"CCOP(=O)(ON=C(C#N)C1=CC=CC=C1)N(C)C","3.29","Log unit","-","-","195000.0","% ","-","-"
"CCOP(=O)(NC)ON=C(C#N)C1=CC=C(Cl)C=C1","2.5","Log unit","-","-","31620.0","% ","-","-"
"CCNP(=O)(OCC)ON=C(C#N)C1=CC=C(C=C1)N(=O)=O","1.76","Log unit","-","-","5754.0","% ","-","-"
"CCNP(=O)(OCC)ON=C(C#N)C1=CC=C(OC)C=C1","2.39","Log unit","-","-","24550.0","% ","-","-"
"COC1=CC(CC(C)N)=C(OC)C=C1N(=O)=O","1.74","Log unit","-","-","5495.0","% ","-","-"
"ClC1=CC2=C(OC3=C2C=C(Cl)C(Cl)=C3Cl)C(Cl)=C1","6.59","Log unit","-","-","3.89E8","% ","-","-"
"CC1(C)CNC(NC1)=NN=C(C=CC1=CC=C(C=C1)C(F)(F)F)C=CC1=CC=C(C=C1)C(F)(F)F","2.31","Log unit","-","-","20420.0","% ","-","-"
"ClC1=CC2=C(OC3=C2C(Cl)=C(Cl)C(Cl)=C3Cl)C=C1","6.79","Log unit","-","-","6.166E8","% ","-","-"
"CC(C)(C)N(NC(=O)C1=CC=CC=C1)C(=O)C1=CC=C(C=C1)N(=O)=O","2.63","Log unit","-","-","42660.0","% ","-","-"
"ClC1=CC2=C(OC3=C2C(Cl)=C(Cl)C(Cl)=C3Cl)C(Cl)=C1Cl","7.92","Log unit","-","-","8.318E9","% ","-","-"
"ClC1=C(Br)C=CC=C1N=C1NCCN1","1.82","Log unit","-","-","6607.0","% ","-","-"
"NC1=NC2=C(C=C1)N=C1C=CC=CN21","1.38","Log unit","-","-","2399.0","% ","-","-"
"CC1=CC=CN2C1=NC1=CC=C(N)N=C21","1.75","Log unit","-","-","5623.0","% ","-","-"
"BrC1=CC2=C(C=C1Br)C1=C(O2)C=C(Br)C(Br)=C1","6.1","Log unit","-","-","1.259E8","% ","-","-"
"CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N1C=CN=C1","4.1","Log unit","-","-","1259000.0","% ","-","-"
"CC(=O)OCC1OC(C(OC(C)=O)C(OC(C)=O)C1OC(C)=O)N1C=CN=C1N(=O)=O","0.52","Log unit","-","-","331.1","% ","-","-"
"CC1CN(CC(C)N1)N=O","0.73","Log unit","-","-","537.0","% ","-","-"
"CCC1=CC=CC=C1C(N)=O","1.17","Log unit","-","-","1479.0","% ","-","-"
"ClC1CC2CCC1C2","3.35","Log unit","-","-","223900.0","% ","-","-"
"COCCN(CCOC)N=O","-0.38","Log unit","-","-","41.69","% ","-","-"
"CCOCCN(CCOCC)N=O","0.79","Log unit","-","-","616.6","% ","-","-"
"BrC1=CC(=C(Br)C=C1)C1=CC(Br)=C(Br)C=C1Br","7.1","Log unit","-","-","1.259E9","% ","-","-"
"ClC1=CC2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2C=C1","7.0","Log unit","-","-","1.0E9","% ","-","-"
"C1COCCOCCOC2=CC=CC=C2OCCOCCOCCO1","0.57","Log unit","-","-","371.5","% ","-","-"
"COC1=C(N=CN1)N(=O)=O","0.13","Log unit","-","-","134.9","% ","-","-"
"CC1(C)C(\C=C(\Cl)C(F)(F)F)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1","6.8","Log unit","-","-","6.31E8","% ","-","-"
"ClC1=CC(NC(=O)NC2=CC=CC=C2)=CC=N1","3.2","Log unit","-","-","158500.0","% ","-","-"
"CC(=O)OCC(CN1C=CN=C1N(=O)=O)OC(C)=O","-0.05","Log unit","-","-","89.13","% ","-","-"
"CCS(=O)(=O)CCN1C=CN=C1N(=O)=O","-0.58","Log unit","-","-","26.3","% ","-","-"
"CC=COCC(O)CN1C=CN=C1N(=O)=O","0.28","Log unit","-","-","190.5","% ","-","-"
"COC(=O)C(=CC1=CC=C(O1)N(=O)=O)N(=O)=O","1.6","Log unit","-","-","3981.0","% ","-","-"
"COC(=O)C(=CC1=CC=C(Br)O1)N(=O)=O","2.74","Log unit","-","-","54950.0","% ","-","-"
"ClC1=CC(Cl)=C(C(Cl)=C1)C1=C(Cl)C=CC(Cl)=C1Cl","6.75","Log unit","-","-","5.623E8","% ","-","-"
"CC(C)N(CCC(CCN1CCCCC1)(C(N)=O)C1=CC=CC=C1Cl)C(C)C","4.78","Log unit","-","-","6026000.0","% ","-","-"
"CNS(=O)(=O)C1=NN=C(NC(C)=O)S1","0.49","Log unit","-","-","309.0","% ","-","-"
"CC1OC(CC(OC(=O)C2OC(O)CC(O)C2O)C1O)OC1C(O)CC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CC(O)C4(C)C(CCC54O)C4=CC(=O)OC4)C3)OC2C)OC1C","-1.77","Log unit","-","-","1.698","% ","-","-"
"CC1OC(CC(OC(=O)C2OC(O)C(O)C(O)C2O)C1O)OC1C(O)CC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CCC4(C)C(CCC54O)C4=CC(=O)OC4)C3)OC2C)OC1C","-1.1","Log unit","-","-","7.943","% ","-","-"
"CON(C)C(=O)NC1=CC=C(OCCC2=CC=C(C)C=C2)C=C1","3.81","Log unit","-","-","645700.0","% ","-","-"
"CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=C(F)C=C1","5.95","Log unit","-","-","8.913E7","% ","-","-"
"FC1=CC=C2OCCC3(NC(=O)NC3=O)C2=C1","0.78","Log unit","-","-","602.6","% ","-","-"
"CCOS(=O)(=O)C1=C2C(OCC2(C)C)=CC=C1","2.41","Log unit","-","-","25700.0","% ","-","-"
"CCCN1CCCC1CNC(=O)C1=CC(=CC=C1OC)S(N)(=O)=O","2.16","Log unit","-","-","14450.0","% ","-","-"
"CC(=O)NC(=O)COC(=O)C1=CC=CC=C1","1.24","Log unit","-","-","1738.0","% ","-","-"
"CC(=O)OCC1=C(N2C(SC1)C(NC(=O)CC1=CC=CS1)C2=O)C(=O)OCOC(=O)C(C)(C)C","1.57","Log unit","-","-","3715.0","% ","-","-"
"CCCCN(SN(C)C(=O)OC1=C2OC(C)(C)CC2=CC=C1)C(=O)OC","4.6","Log unit","-","-","3981000.0","% ","-","-"
"COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(CC(O)(CC3OC3CC(NC(=O)CN(C)C)C(O)C(C)O3)C(C)=O)C(O)=C1C2=O","1.26","Log unit","-","-","1820.0","% ","-","-"
"CCCOCC(=NC1=C(C=C(Cl)C=C1)C(F)(F)F)N1C=CN=C1","1.4","Log unit","-","-","2512.0","% ","-","-"
"CCOC(=O)NN1CCC=CC1","1.09","Log unit","-","-","1230.0","% ","-","-"
"[I-].CC1=CC(C[N+](C)(C)C)=CO1","-2.0","Log unit","-","-","1.0","% ","-","-"
"[I-].CC1CC(C[N+](C)(C)C)CO1","-2.15","Log unit","-","-","0.7079","% ","-","-"
"N#CC1=CN=NC=C1","-0.63","Log unit","-","-","23.44","% ","-","-"
"CN(SN(C)C(=O)OC1=C2OC(C)(C)CC2=CC=C1)C(C)=O","2.7","Log unit","-","-","50120.0","% ","-","-"
"COC1=C(SC)C=CC(CC2=CN=C(N)N=C2N)=C1","1.92","Log unit","-","-","8318.0","% ","-","-"
"COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1SC","1.54","Log unit","-","-","3467.0","% ","-","-"
"ClC1=CC(Cl)=C(OC2=CC=CC=C2Cl)C=C1","4.96","Log unit","-","-","9120000.0","% ","-","-"
"ClC1=CC=C(SC2CC(=O)N2)C=C1","2.31","Log unit","-","-","20420.0","% ","-","-"
"OC(=O)CC1=CC(O)=CC=C1NC1=C(Cl)C=CC=C1Cl","3.94","Log unit","-","-","871000.0","% ","-","-"
"CNC(NCCSCC1=CSC(N=C(N)N)=N1)=NC#N","0.68","Log unit","-","-","478.6","% ","-","-"
"CCCC1=C2OC(=CC(=O)C2=CC2=C1N(CC)C(=CC2=O)C(O)=O)C(O)=O","2.22","Log unit","-","-","16600.0","% ","-","-"
"CC(C)(C)C(O)C(CC(=O)C(C)(C)C)N1C=NC=N1","1.95","Log unit","-","-","8913.0","% ","-","-"
"CC(C)OC1=C(OC(=O)N(C)C)C=CC=C1","2.06","Log unit","-","-","11480.0","% ","-","-"
"CON=CCCC1=CC=CC=C1","2.14","Log unit","-","-","13800.0","% ","-","-"
"NNC(=O)NC1=CC=C(Cl)C=C1","0.87","Log unit","-","-","741.3","% ","-","-"
"COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1\C=C\C","2.05","Log unit","-","-","11220.0","% ","-","-"
"CCCCCN1N=C2C=CC=CC2=N1","3.63","Log unit","-","-","426600.0","% ","-","-"
"CCCCCCN1N=C2C=CC=CC2=N1","4.24","Log unit","-","-","1738000.0","% ","-","-"
"CCCCC(C)N1N=NC2=C1C=CC=C2","3.44","Log unit","-","-","275400.0","% ","-","-"
"CC(C)N1N=C2C=CC=CC2=N1","2.53","Log unit","-","-","33880.0","% ","-","-"
"CCCC(C)N1N=C2C=CC=CC2=N1","3.42","Log unit","-","-","263000.0","% ","-","-"
"CCCCC(C)N1N=C2C=CC=CC2=N1","3.78","Log unit","-","-","602600.0","% ","-","-"
"OCCCN1N=NC2=C1C=CC=C2","0.91","Log unit","-","-","812.8","% ","-","-"
"OCCCCN1N=NC2=C1C=CC=C2","1.03","Log unit","-","-","1072.0","% ","-","-"
"OCCCCCN1N=NC2=C1C=CC=C2","1.51","Log unit","-","-","3236.0","% ","-","-"
"OCCCCCCN1N=NC2=C1C=CC=C2","1.71","Log unit","-","-","5129.0","% ","-","-"
"OCCCN1N=C2C=CC=CC2=N1","1.4","Log unit","-","-","2512.0","% ","-","-"
"OCCCCN1N=C2C=CC=CC2=N1","1.57","Log unit","-","-","3715.0","% ","-","-"
"OCCCCCN1N=C2C=CC=CC2=N1","2.09","Log unit","-","-","12300.0","% ","-","-"
"OCCCCCCN1N=C2C=CC=CC2=N1","2.26","Log unit","-","-","18200.0","% ","-","-"
"OC(=O)CCCCCN1N=NC2=C1C=CC=C2","0.86","Log unit","-","-","724.4","% ","-","-"
"OC(=O)CCCCCN1N=C2C=CC=CC2=N1","1.51","Log unit","-","-","3236.0","% ","-","-"
"CCOC(=O)CN1N=NC2=C1C=CC=C2","1.3","Log unit","-","-","1995.0","% ","-","-"
"CCOC(=O)CCCN1N=NC2=C1C=CC=C2","1.86","Log unit","-","-","7244.0","% ","-","-"
"CCOC(=O)CCCCN1N=NC2=C1C=CC=C2","2.2","Log unit","-","-","15850.0","% ","-","-"
"CCOC(=O)CCCCCN1N=NC2=C1C=CC=C2","2.68","Log unit","-","-","47860.0","% ","-","-"
"CCOC(=O)CN1N=C2C=CC=CC2=N1","1.85","Log unit","-","-","7079.0","% ","-","-"
"CCOC(=O)CCCN1N=C2C=CC=CC2=N1","2.41","Log unit","-","-","25700.0","% ","-","-"
"CCOC(=O)CCCCN1N=C2C=CC=CC2=N1","2.85","Log unit","-","-","70790.0","% ","-","-"
"CCOC(=O)CCCCCN1N=C2C=CC=CC2=N1","3.17","Log unit","-","-","147900.0","% ","-","-"
"NC(=O)CN1N=NC2=C1C=CC=C2","-0.1","Log unit","-","-","79.43","% ","-","-"
"NC(=O)CCN1N=NC2=C1C=CC=C2","0.27","Log unit","-","-","186.2","% ","-","-"
"NC(=O)CCCCN1N=NC2=C1C=CC=C2","0.58","Log unit","-","-","380.2","% ","-","-"
"NC(=O)CCCCCN1N=NC2=C1C=CC=C2","0.79","Log unit","-","-","616.6","% ","-","-"
"NC(=O)CN1N=C2C=CC=CC2=N1","0.28","Log unit","-","-","190.5","% ","-","-"
"NC(=O)CCN1N=C2C=CC=CC2=N1","0.66","Log unit","-","-","457.1","% ","-","-"
"NC(=O)CCCN1N=C2C=CC=CC2=N1","0.78","Log unit","-","-","602.6","% ","-","-"
"NC(=O)CCCCN1N=C2C=CC=CC2=N1","1.01","Log unit","-","-","1023.0","% ","-","-"
"NC(=O)CCCCCN1N=C2C=CC=CC2=N1","1.41","Log unit","-","-","2570.0","% ","-","-"
"CC(C)N1C(SCN(C1=O)C1=CC=CC=C1)=NC(C)(C)C","4.3","Log unit","-","-","1995000.0","% ","-","-"
"[Br-].CCCCCCCOC1=CC=CC=C1NC(=O)OCC[N+]1(CCCCCC)CCCCC1","5.38","Log unit","-","-","2.399E7","% ","-","-"
"C1C2CC3CC1CC(C2)(C3)N1C=CN=C1","2.9","Log unit","-","-","79430.0","% ","-","-"
"CNC(=O)CCC1=CNC2=C1C=CC=C2","1.23","Log unit","-","-","1698.0","% ","-","-"
"CCC(C)C(NCC1=CC=CC=C1)C(O)=O","-0.27","Log unit","-","-","53.7","% ","-","-"
"CCOC(=O)C(=CC1=CC=C(O1)N(=O)=O)C(=O)OCC","2.5","Log unit","-","-","31620.0","% ","-","-"
"CCC(C)C1(CC(Br)=C)C(=O)NC(=O)N(C)C1=O","2.43","Log unit","-","-","26920.0","% ","-","-"
"IC1=CC=C(O1)C=C(C#N)C#N","2.42","Log unit","-","-","26300.0","% ","-","-"
"COC(=O)C(=CC1=CC=C(I)O1)C#N","2.85","Log unit","-","-","70790.0","% ","-","-"
"CCOC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1C(C)=C","2.65","Log unit","-","-","44670.0","% ","-","-"
"CN1C(O)C(O)C(O)C(O)C1CO","-2.4","Log unit","-","-","0.3981","% ","-","-"
"CC(Cl)C(=O)NC1=CC=C(C=C1)C1=NNC(=O)CC1C","1.4","Log unit","-","-","2512.0","% ","-","-"
"NC1CC1C1=CC=CC=C1","1.49","Log unit","-","-","3090.0","% ","-","-"
"ClC1=CC2=C(OC3=C2C(Cl)=C(Cl)C=C3Cl)C(Cl)=C1","6.34","Log unit","-","-","2.188E8","% ","-","-"
"CCCC1=NN=C(N)O1","0.23","Log unit","-","-","169.8","% ","-","-"
"CC(C)CC1=NN=C(N)O1","0.4","Log unit","-","-","251.2","% ","-","-"
"CCC(C)C1=NN=C(N)O1","0.62","Log unit","-","-","416.9","% ","-","-"
"CC(C)(C)C1=NN=C(N)O1","0.48","Log unit","-","-","302.0","% ","-","-"
"CCCCCC1=NN=C(N)O1","1.1","Log unit","-","-","1259.0","% ","-","-"
"CCCCCCC1=NN=C(N)O1","1.43","Log unit","-","-","2692.0","% ","-","-"
"ClC1=CC=C(C(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1","7.6","Log unit","-","-","3.981E9","% ","-","-"
"COC(=O)C(C)OC1=CC=C(OC2=C(Cl)C=C(C=N2)C(F)(F)F)C=C1","4.07","Log unit","-","-","1175000.0","% ","-","-"
"CCCCOC(=O)C(C)OC1=CC=C(OC2=CC=C(C=N2)C(F)(F)F)C=C1","4.5","Log unit","-","-","3162000.0","% ","-","-"
"CNC(=O)C1=CC2=C(N1)C=CC=C2","1.9","Log unit","-","-","7943.0","% ","-","-"
"CCNC(=O)C1=CC2=C(N1)C=CC=C2","2.32","Log unit","-","-","20890.0","% ","-","-"
"COC(=O)NC1=NCC(N1)C1=CC=C(C=C1)C(C)C","2.6","Log unit","-","-","39810.0","% ","-","-"
"COC(=O)NC1=NCC(N1)C1=CC(F)=CC=C1","1.41","Log unit","-","-","2570.0","% ","-","-"
"CCCOC1=CC=CC=C1NC(=O)OCCN1CCCCC1","3.81","Log unit","-","-","645700.0","% ","-","-"
