ID,SMILES,LogP
7720,[O-][N+](C1=C(O)C=CC=C1O)=O,3.031
7721,C1CN(CCN1S(=O)(=O)C=2C=CC=CC=2)C(C3=CC=CN=C3)=O,3.794
7722,O=S(=O)(C=1C=C(C(Cl)=CC=1)S(=O)(=O)N)N(C)CC2(CCCO2)C,2.976
7723,C(CCCC(S)CCS)C(=O)OC,3.99
7724,C1(C(=NN(C=2C=CC=CC=2)C(=O)N1)C(NC(C3=CC=C(C=C3)O)NC4C5N(C(C(=O)O)=C(C)CS5)C4=O)=O)=O,2.708
7725,C1CN(CCC1O)CCCC=2C(=CC=CC=2)COC3=CC(=CC=C3)OC,4.671
7726,C(CCCC(C)=O)CCCC,5.212
7727,C(COC(C=1C=CC=C(NC(=O)C)C=1)=O)(C=2C(=O)N(C(=O)N(C)C=2N)C)=O,5.457
7728,C=1(C(NO[N+]=1[O-])=N)C,0.867
7729,C=1(C2=C(C=CC=1)C=3C(C2)=CC=CC=3)N,4.592
7730,OCCN(C(COC(C1=CC=CC=C1)=O)=O)C,2.454
7731,N1C(=C(N=C([N+](=O)[O-])C1=N)Cl)NCC(CO)O,1.021
7732,CN(C)C(NC1=CC=C(Cl)C=C1)=O,3.939
7733,CC(C)(O)C(O)=O,1.258
7734,C1=C(SC(C=2C(Cl)=CC(=CC=2)C(C(O)=O)C)=N1)C,5.245
7735,C1=CC=C2C(N(N=N2)CCCCC(=O)O)=C1,1.84
7736,C1CN(CCN1C2=CC=CC=C2OC)CCNC(C=3SC=CC=3)=O,3.41
7737,C1=2CCC3C4CCC(O)C4(CCC3C1=CC=C(C=2)O)C,5.444
7738,O=S(=O)(C=1C=CC(=CC=1)OC)C=2C=CC(=CC=2)N,3.471
7739,C1=C(OC)C(=CC(C=C(C(OCC)=O)C(=O)C)=C1)OC,4.108
7740,C=1C=CC(=CC=1)CS(CC2=CC=CC=C2)=O,4.025
7741,C1(C=2N=C(C=[N+]([O-])C=2C3=CC=C(Cl)C=C3)Cl)=CC=C(Cl)C=C1,4.901
7742,C1=C(C(=CC(F)=C1)NC=2NCCN=2)C,2.783
7743,O=S(=O)(NC1=CC(C)=CC(C)=C1)C=2C=CC(=CC=2)N,3.537
7744,O=S(=O)(NC1=CC=C(N=C1)Cl)C2=CC=C(N)C=C2,4.257
7745,CC(C)(C)OC(CN1C(CC1=O)OC=2C=C3C=CC=CC3=CC=2)=O,4.59
7746,O=S(=O)(CCNCCC1=C2C(=C(O)C=C1)NC(=O)S2)CCCOCCC=3C=CC(=CC=3)C(=O)N,2.558
7747,CC(C)C(NC(=O)C(NC(=O)C(CCCN)NC(=O)C)C(CC)C)C(N)=O,0.254
7748,C=1(N(C([N+](=O)[O-])=CN=1)CCCl)C,2.401
7749,C=1C=CN(C=1)C(C(=O)O)C2=CC=CC=C2F,3.992
7750,CN(C)C1=CC=C(O)C2=C1CC3CC4C(C(=O)C(C(C4(O)C(=O)C3C2=O)=O)C(=O)N)N(C)C,1.27
7751,C(CC)CCCC(C1=CC=CC=C1)CCCCC,7.623
7752,CC(C)CCCOC=1C(=CC(CC(O)=O)=CC=1)OC,4.955
7753,C1N2CC3=CCOC4C5C6N(C(=O)C4)C=7C(=CC=CC=7)C6(C2(O)CC35)C1,3.228
7754,C1=C2C(=CC=C1)NS(=O)(=O)N2,1.794
7755,C(=O)(NC=1C=CC(=CC=1)Br)C,3.419
7756,CC(C)(C)C=1C=CC(CN(C2=CC=CC=C2)CCCCN(C)C)=CC=1,7.106
7757,N(C=1C(=CC=C(Cl)C=1)Cl)C(NN)=Or,4.722
7758,CC(C)OC1=CC(=CC=C1)NC(C2=CC=CC=C2C)=O,4.54
7759,ClCC(O)CN1C=CN=C1[N+]([O-])=O,1.32
7760,C1C=2C(=S)SSC=2CCC1,4.065
7761,C1=C(I)C(=CC=C1)NC(=O)C,3.311
7762,CC(C)C1=CC=CC(=C1)OP(OC=2C=CC=CC=2)(OC=3C=CC=CC=3)=O,6.794
7763,C1CCN(C1)CC(NC2C=3C(OC2)=CC=CC=3)=O,3.803
7764,CN(C)C1=CC=C(C=C1)C=O,3.297
7765,N1=C(SC=2C1=CC=CC=2)SC3CC(=O)N3,3.549
7766,FC(F)(F)COCC1=CC(C2C3CCCC=C3C(C#N)C(=N)C2(C#N)C#N)=CC=C1OC,7.364
7767,CC1(C)OC2(C(=O)COC(=O)C)C3(C(C4CC(F)=C5C(C)(C=CC(C5)=O)C4(C(C3)O)F)CC2O1)C,5.546
7768,C=1(Cl)C=C2N=CC=NC2=CC=1,2.885
7769,C1=C2C(=O)N(O)C=NC2=CC=C1,0.446
7770,N(C1=CC=CC=C1[N+](=O)[O-])C(=O)C2=CC=CC=C2O,4.223
7771,FC(F)SC1=NC(NC(=NCCCCC)N1)=NCC,6.612
7772,CCN(CC)CCNC(=O)C1=CC(Br)=CC=C1OC,4.702
7773,O(C)C1=CC=C(C(=C1)OC)C=C(C(C)=O)C(OCC)=OG,4.405
7774,CN(C)C1=CC=C(C=C1)C=2SC=3C(=CC=C(Br)C=3)N=2,5.875
7775,CN(C)C=1C=C2C(C3=CC=CC=C3)=NCC(N(C)C2=CC=1)=O,3.441
7776,CC(C)OCCO,1.757
7777,O(C1=CC=NC=N1)CC,2.131
7778,O=S(=O)(CCOCCC=1C=CC=CC=1)CCCNCCC2=C3C(=C(O)C=C2)NC(=O)S3,2.635
7779,C=12C=C(Cl)C(=C(C=1OC=3C(=C(C(=C(C2=3)Cl)Cl)Cl)Cl)Cl)Cl,8.087
7780,C(O)(C(C(CC)C)NC(CNC(=O)C1CCCN1C(C(CC2=CC=C(C=C2)O)N)=O)=O)=O,0.143
7781,O=S(=O)(C=1C=CC(=CC=1)NC(C)=O)Fl,4.698
7782,CC(C)(C)C(=O)OCC1OC(N2C=NC3=C(N=CN=C23)OC)C(OC(=O)C(C(C)C)C1O,5.8
7783,C1CN(CCO1)CCOC=2C=CC([N+]([O-])=O)=CC=2,2.459
7784,O=S(=O)(C=1C(=CC=CC=1)C)N2C(NC(=O)C2(C3=CC=CC=C3)C4=CC=CC=C4)=O.C56C7C(C8=CC=C(C=C8CC7)O)C(OC)CC5(C(C#C)(C(C6)F)O)C,6.732
7785,c1(C(O)=O)cc2c(cc1)cccc2,-5.351
7786,C1CN1P(N2CC2)(N(N=CC3=CC=CC=C3)C4=CC=CC=C4)=O,2.677
7787,C=1C=NC(C#N)=CC=1,2.519
7788,C(OCCNC=1C(C(=O)N)=CC(Cl)=CC=1)CCC,4.576
7789,C=1(C(C)=CC=CC=1C)NC(CN)=O,1.838
7790,CC(C)NCC(O)COC1=CC(CNC(=O)C)=CC=C1,1.711
7791,C=1C=C(O)C(C(=O)NC(=O)C2=CC=CC=C2O)=CC=1,3.482
7792,C=1C=CC=C(F)C=1C=2C=3C(=CC=C(Cl)C=3)N(C(=O)CN=2)CC(CO)O,2.85
7793,C(OCC)(=O)C(C(OCC)=O)=CC1=CC=CC(=C1)F,4.691
7794,C#CC(OC(=O)N)C=1C=CC=CC=1,3.016
7795,O(C=1C(=CC=CC=1)N)C,2.703
7796,C(C)CCCC(C1=CC=CC=C1)CCCCCCCC,8.912
7797,C=1C=C(Br)C=C(Br)C=1O,4.181
7798,CC(C)C(=O)NCCNCC(COC=1C=CC=CC=1)O,2.59
7799,C=1C(O)=CC(=CC=1)C(=O)O,2.612
7800,CN(C)C(=O)NC=1C=CC(C(C2=CC=CC=C2)=O)=CC=1,3.963
7801,BrC=1C=CC=C(C(N)=O)C=1,3.127
7802,CC(C)(C)OCCO,4.404
7803,C1(=CC=CN=C1)CCCCCN,3.018
7804,O(C1=CC=C(C=C1)NC(=O)C)C(C)=O,2.768
7805,C=1(C=CC=CC=1)OCC(=O)O,2.577
7806,FC(F)(F)OC=1C=CC(=CC=1)NN=(C#N)C#N,7.133
7807,O(CC)P(OCC)(=S)OC=1C=C2N(N=1)C=C(C(=O)OCC)C(=N2)C,5.304
7808,CN(C)C=1C=C(C=CC=1)[N+]([O-])=O,3.476
7809,C=12N(N=CN=1)C(C3=C(OC)C=C(OC)C(=C3)OC)C4C(=N2)CCCC4=O,2.804
7810,C1=C(C=CC=C1)SSC2=CC=CC=C2,5.023
7811,N=1O[N+(=C(C2=CC=CC=C2)C=1CO)[O-],2.79
7812,C(C)N(CC)C=1C=CC=CC=1,4.417
7813,C=1N(C(=C(C(C=1)=O)O)C)CCC,1.774
7814,N(C)C(=O)N(C)C(=O)NC=1C(=CC=C(OC)C=1)F,3.736
7815,C=1(SC=2C(=CC=CC=2)N=1)SC,1.471
7816,C1(=CC=C(C=C1OC)CC=C)O,3.504
7817,C(CCCC=1C=CC=CC=1)CCCCCCCCC,9.202
7818,C1=C(C(Cl)=C(Cl)C=C1)OC=2C=C(C(=CC=2Cl)Cl)Cl,7.694
7819,C1(=CC=CS1)C=2C(CC(NC(=O)C=3C=CC=CC=3)C(N=CC)=O)=CN(C4=CC=CC=C4)N=2,7.6
7820,C1CN1P(N2CC2)(=O)NC(=O)C=3C=CC(=CC=3)I,3.375
7821,CC1(C)C2(C)CCC1CC2OC(=O)C,5.944
7822,C(CC)CCtCCC)C(O)=O,5.224
7823,C1=CC(=CC=C1Cl)C(C2=CC=C(C=C2)Cl)C(Cl)Cl,7.82
7824,OCC(=O)C1(CCC2C3C(C(O)CC12C)C4(CCC(CC4=CC3)=O)C)OC(CC)=O,4.406
7825,C1=CC=CC2=CC=3C(N=C12)=CC(N)=CC=3,4.853
7826,C1CCCCCCCCCCNC1=O,4.243
7827,C1=CC=CC=C1OC=O,2.174
7828,BrC1=CC(=C(Br)C=C1OC2=CC=C(Br)C=C2Br)Br,8.235
7829,O=S(=O)(N(C=1C=CC=CC=1)SC(Cl)(Cl)F)N(C)C,5.365
7830,O(C)C=1C=C(C(C2=NC3=CC(N)=CNC3=N2)=CC=1)OC,3.222
7831,CC(C)(C)C1=CC(CCC(OCC(COC(CCC=2C=C(C(O)=C(C(C)(C)C)C=2)C(C)(C)C)=O)(COC(CCC=3C=C(C(O)=C(C(C)(C)C)C=3)C(C)(C)C)=O)COC(CCC=4C=C(C(O)=C(C(C)(C)C)C=4)C(C)(C)C)=O)=O)=CC(=C1O)C(C)(C)C,1.128
7832,C(C1=CC=C(C=C1)F)N2N=Cn(c)=C2,4.667
7833,C=1C(=CC=C(C=1)OC)N(C)C(=O)C,1.756
7834,O1C(C(C(C(C1CO)O)O)O)SCC2=CC=CC=C2,1.099
7835,O=S(=O)(O)c1ccc(c2ccccc12)N,-5.758
7836,C1=CC=C2C(C(=O)NN=N2)=C1,2.134
7837,C1CC2CCC1N3C(C(=NC(C23)=O)CC(NC(C(=O)NC(C(=O)N(C)CC4=CC=CC=C4)CC5=CC=CC=C5)CC=6C=7C(=CC=CC=7)N(C=6)C(CCCCCCC)=O)O)=O,7.011
7838,O=S1(=O)C=2C(NC(C)=N1)=C(I)C=C(Cl)C=2,3.236
7839,C1(=CC=CC=2C(=CC=CC1=2)O)O,3.301
7840,O=C(C)C(C(=O)C)=CC=1C=CC=C(OC)C=1,3.658
7841,C(O)C(O)CNC(=O)C1=C(I)C(N(CCO)C(CO)=O)=C(C(=C1I)N(CCO)C(=O)CO)I,1.09
7842,C=1C=CC(NC(NN)=O)=CC=1,1.713
7843,C1=CC=2C(=CC=CN=2)C3=NC=CC=C13,4.493
7844,O1C(=CC=C1)CN2C(C(=C3C=CC(OC)=CC3C2=O)C=NC4=C(C)N(C)N(C5=CC=CC=C5)C4=O)=O,6.801
7845,C1=CC(F)=CC=C1Cl,4.398
7846,CC(C)C(C(=O)NC(C(C)C)C(=O)NC(C(=O)O)C(CC)C)NC(=O)C(C(C)C)NC(=O)C(N)C(CC)C,0.941
7847,C1(=CC=C(C=C1)F)CN(C)N=O,3.649
7848,CC(C)CC(N)C(NC(C(=O)NC(C(CC)C)C(=O)O)C(CC)C)=O,0.529
7849,C1=C2C(C(O)=C3C(=C2O)C(=C4C=CC=C(C4=C3O)OC)O)=C(OC5CC(N(CC#N)CC(=O)O)C(O)C(O5)C)CC1(O)C(C)=O,0.295
7850,C1=CC(=CC=C1OC)C=2C(C3=CC=C(C=C3)OC)=NC=C(N=2)C,5.574
7851,C1CN(CCO1)S(=O)(=O)NC(C(=O)N=C(CCC)C(=O)NC(C(C(F)(F)C(=O)NCCN2CCOCC2)=O)CC3CCCCC3)CC4=CC=CC=C4,3.688
7852,C1CN(CCC1O)CCCC=2C(COC=3C(=CC=CC=3)OC)=CC=CC=2,3.536
7853,OC(=O)CC1=CC=CC=2C=CC=CC1=2,4.065
7854,N1C(=O)C(C(NC1=O)=O)(C(C)CCC)CC,3.131
7855,O=S1(=O)N=C(NC2=CC(Cl)=CC=C12)CCC,3.521
7856,C=1C=CC=C2C=1C(C3=CC=CC=C3O2)C(NC4CCCC4)=O,4.79
7857,ClCCCCl,3.809
7858,CN(C1=CC=CC=C1)C(=O)C,2.698
7859,CN(C)C1=CC=C(N=N1)Cl,2.509
7860,C=1(C=C(I)C(=CC=1)Cl)OCC(=O)O,4.466
7861,CC(C)C=1C=CC([N+](=O)[O-])=CC=1,5.005
7862,NC(N)=NN=CC=1C=CC(=CC=1)OCC,1.734
7863,CCN(CC)CCNC(C1=CC(F)=CC=C1OC)=O,6.33
7864,CC(C(N)=O)N1C2=CC=CC=C2N=N1,2.138
7865,CC1(C)C=2C=C3C(COCC3C)=CC=2C(C)(C)C1C,7.339
7866,O=[N+]([O-])C=1N=C(NC=1)Cl,5.397
7867,S=C1C(C2=CC=CC=C2)=C(SS1)C,4.622
7868,OC(=O)C(C1=CC=C(C=C1)C2=NC(CC)=CS2)C,2.23
7869,[N+](=O)(C1=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C1)[O-],2.766
7870,N1C(=NC(=C1)C=2SC=CC=2)C3=CC=C(C=C3)OCC(O)CNCCC,4.489
7871,C1CC=2N(CC1)C(=O)C(C)=CN=2,1.791
7872,C1CC12C=3C(C4CCC5(C(C4C2)CCC56CCC(O6)=O)C)(C)CCC(=O)C=3,4.145
7873,O=S(=O)(C=1C=CC(N)=CC=1)NC(=O)C=2C(=CC=C(C=2)C)C,3.504
7874,C1=CC=C(C(=O)O)C=C1Cl,4.295
7875,N1=NC=2C(C=C1)=CC=CC=2,2.661
7876,CC=1N=CC(=CC=1)CN2C(C[N+]([O-])=O)=NCC2,0.716
7877,[N+]([O-])(=O)C1=CC=C(CC2=NON=C2C)C=C1,3.552
7878,CCOP(OCC)(OC1=NN(C(Cl)=N1)C(C)C)=S,5.727
7879,C1=CC=C2C(=O)N(C(=O)C2=C1)CC=CC(OC)=O,3.221
7880,O1C(C(C(C(C1CO)O)O)O)SCCCCCCC,3.418
7881,C1(=CC=C(Cl)C=C1OC(NC)=O)Cl,3.955
7882,ClC(Cl)CO,1.617
7883,NC1=C([N+]([O-])=O)C=CC=C1N,3.191
7884,N=C1NC(=N)C(=CN1)CC=2C=C(C(=CC=2)OC)N,2.228
7885,C1(=CC(Cl)=CC=C1NC(=O)C(=CC)C)Cl,5.455
7886,C=1C([N+]([O-])=O)=CC=C(C=1[N+](=O)[O-])ON=CC2=CC(=C(O)C(Br)=C2)Br,4.61
7887,C1(=CC=CC=C1F)OC(C)=O,3.173
7888,O=S(=O)(CC=C)C=1C=C(OC)C(OC)=C(OC)C=1,2.399
7889,C(CC)CCCNC(N1C(=O)NC(C(F)=C1)=O)=O,4.32
7890,C1(=NC([N+](=O)[O-])=C(Br)N1C)C,1.632
7891,ClC=1C=CC(=C(Cl)C=1C=2C=CC=C(Cl)C=2Cl)Cl,7.395
7892,C1CN(CCO1)CCNC(=O)CC(C(NC(=O)C(NC(C(CC2=CC=CC3=C2C=CC=C3)CC4=CC=C5C(C=CC=C5)=C4)=O)CC#CCNC(N[N+](=O)[O-])=N)CC6CCCCC6)O,17.956
7893,C=12C(O)=CC(OC)=C(O)C=1C(COC(NC)=O)=C3C(OC(C)=O)=CCN23,2.729
7894,C1(=CC=CC=C1)C(NC)=O,2.299
7895,O1C(C(C(C1N2C=CC(NC2=O)=N)OC(C)=O)OC(=O)C)COC(C)=O,1.193
7896,O(C=1C(Br)=C(Br)C(Br)=C(C=1Br)Br)C=2C=C(Br)C(=CC=2Br)Br,4.678
7897,C=1C=CC=CC=1CCOC(C)=O,3.73
7898,C(C)OP(OCC)(OC=1N=C2C=CC=CC2=NC=1)=S,5.777
7899,FC(F)(F)C=1C=C2C3C(C(CC2=CC=1)CC3)N,4.479
7900,O=[N+](C=1C=CSC=1S(C)=O)[O-],3.113
7901,N1=C2C(=NN1C(CC(=O)O)C)C=CC=C2,1.66
7902,C1(Cl)=C(CO)C(=CC=C1)Cl,4.857
7903,O1C(C(C(C1N2C=CN=C2[N+](=O)[O-])O)O)CI,1.813
7904,C1(OC2=CC(O)=CC(O)=C2C(C1)=O)C3=CC=C(C=C3)O,4.159
7905,C(CO)(O)CN(C)C(C=1C(=C(C(I)=C(C(N(C)CC(CO)O)=O)C=1I)NC(C)=O)I)=O,-5.978
7906,C(C=1C(=CC=2NC(=NC=2C=1)S(CC=3C(=CC=CN=3)C)=O)C)(=O)OC,3.249
7907,C1=CC=C(O1)CO,2.217
7908,O=S(=O)(C=1C=CC(Br)=CC=1)CC(OC)=O,3.016
7909,C1=CC=CC=C1C=2C(=NC(=C(C3=CC=CC=C3)N=2)CC)CC,6.508
7910,S(P(=O)(C)OCC)CC,2.16
7911,C=1(C=CC=CC=1)OCCO,2.585
7912,C1=2C=CC=CC1=C3C(OC(C=C3CSC4=NN=C(C=5C=CC(OC)=CC=5)N4N)=O)=CC=2,5.721
7913,ClCC1=CC=CC=C1,3.519
7914,CC(C)COC(C1=CC(O)=C(C(=C1)O)O)=O,3.66
7915,CC1(C)CC(CC(C)(C)N1O)NC(=O)NP(N2CC2(C)C)(N3CC3(C)C)=O,1.456
7916,CC1(C)CC2=C(C(OC(N(C)SN(C)C(=O)C)=O)=CC=C2)O1,4.253
7917,C1=CC(=CC=C1OC)C=2C(=NC(=CN=2)C#N)C=3C=CC(=CC=3)OC,5.537
7918,C1(CCCN1C(C(CS)C)=O)C(=O)O,1.593
7919,CN(C)CC(OCN1C=2C(=C(N=CN=2)O)C=N1)=O,0.84
7920,CC(C)(C)C1=C(C=C(C)C(=C1)NC(C)=O)O,4.068
7921,C(#N)C1=CC=C(COC)C=C1,2.6
7922,C1CCCN1CC2=CC(COC=3C=CC=CC=3)=CC=C2,4.855
7923,C(CCCC(C1=CC=CC=C1)C)CCCC,8.105
7924,C1=NC=2N=CNC(C=2N1)=NCC=3C=CC=CC=3,2.999
7925,c1cc(ccc1N(CCCl)CCCl)CCCC(O)=O,1.319
7926,C(OCCO)CCC,2.279
7927,C1=2CC(=O)CCC1(C)C3CCC4(C)C(C3CC=2)CCC4=O,4.513
7928,CCOP(OCC)(=S)OC1=CC=C(C(Cl)=C1)SC,6.689
7929,C=1N(N=CC=1)CC=C,1.463
7930,O=S(=O)(CCN1C(C)=NC=C1[N+](=O)[O-])CC,1.12
7931,CC(C)OC1=CC=C(CC(O)=O)C=C1OC,3.148
7932,FC(F)(F)C(C=CC=1C=CC=C(OC)C=1)=O,4.508
7933,C(NC1=CC(=CC=C1)OC)(CSC=2N3C(=NN=2)C=CC=C3)=O,4.199
7934,CC12(C)C(CC(=O)C=C1)=C(F)CC3C4C(C)(CC(O)C23F)C(O)(C(C)C4)C(CO)=O,4.544
7935,C=1C(Cl)=CC=C(CN2C(C[N+]([O-])=O)=NCC2)C=1,2.275
7936,C(CC)CCC(NC(=O)C)C(OC)=O,2.783
7937,C1CN(CCN1)C=2N=C3N(C=C(C(=O)C3=CN=2)C(O)=O)CC,-0.479
7938,C=1(C=CC=CC=1)OCCN2C=CN=C2[N+]([O-])=O,2.351
7939,C1=C(C)C(=CC(Cl)=C1)Cl,5.073
7940,FC1=C(CN2C(=O)CNC(C(OC=3C=C(C)C=C(C)C=3)C(=O)O)(C4=CC=CC=C4)C5=CC=CC=C25)C(=CC(F)=C1)F,1.958
7941,C=1C2(C)C3(C(CC4(C(CC(C4(O)C(COC(CCCC)=O)=O)C)C3CC=C2CC(=O)C=1)C)O)F,5.498
7942,CN(C)C(C1C(C(=O)N(C)C)OC(O1)(C)C)=O,2.355
7943,CN(C)C=1SC(C=2OC(=CC=2)[N+]([O-])=O)=CC(=O)N=1,2.265
7944,CC1(C)N(C(N)=NC(=N1)N)C2=CC(COC=3C=CC=C(C=3)NC(=O)C)=CC=C2,2.427
7945,CN(C)C(C1=CC=CN=C1)=O,0.982
7946,C=1C=CC=CC=1CC(NC2=CC(=CC=C2)NCC)=O,4.568
7947,C(=O)(C(CC1=CC=C(C=C1)O)NC(=O)C)N,1.072
7948,CC(C)(C)C(CSC)=NOC(=O)NC,4.089
7949,C1CN1C2=C(O)C(=C(C(O)=C2N=C)N3CC3)NC,1.634
7950,C1(C)=CC=C2C(C)=CC=CC2=C1,5.64
7951,C(C)NC(NCC)=S,2.071
7952,CC(C)(C)C1CCC(CC1)O,4.5
7953,O(C1=CC=CC(=C1)C(=O)O)C(C)=O,3.484
7954,C(N(CC(CO)O)C=1C(=C(C(NCCO)=O)C(I)=C(C(=O)NCCO)C=1I)I)(=O)C,-5.578
7955,S=C1C(CCC)=C(SS1)C,4.791
7956,C1=C(N2C(=O)C(C)(C=C)OC2=O)C=C(C=C1Cl)Cl,4.859
7957,N#CC(C#N)=CC1=CC=C(C)O1,3.988
7958,C=1C(=CC=CC=1)C(C=2C=CC=CC=2)=C3CCN(CC3)CCOCCOCCO,5.212
7959,OC=1C(=CC(=C(Cl)C=1CC2=C(Cl)C(=CC(Cl)=C2O)Cl)Cl)Cl,8.896
7960,O=S(=O)(O)c1ccc(c2ccccc12)N,-6.074
7961,C=1(C2=C(C=CC=1)C=CC=N2)OC(=O)SCC,3.945
7962,C=1NC(NCCSCC=2NC=NC=2C)=C(C(C=1)=O)[N+]([O-])=O,1.015
7963,CC(C)OCC=1C2=C(OC=1C(=O)OCC(C=3C=C(C)N(C4=C(N(C)N(C5=CC=CC=C5)C4=O)C)C=3C)=O)C=CC=C2,6.987
7964,C=1C(=CC=C(C=1)O)CC=2C=CC(=CC=2)O,4.313
7965,C1CN(CCN1C(C=2C(F)=CC=CC=2F)=O)C3=CC=C(C=C3F)C(=O)C=4C=CC=CC=4,7.067
7966,CC(C=1C=CC=C(OC)C=1)=O,3.445
7967,C1(C(OC2=CC(O)=CC=C2C1O)C3=CC=C(O)C(=C3)O)=O,2.396
7968,C=1C=CC(=CC=1)C=C([N+](=O)[O-])CC,4.099
7969,C=C(=C)CC(C(NC(C(N)C(C)C)=O)C(=O)NCC(O)=O)C,2.621
7970,CC(C)(C(=O)NC1=CC=C(C=C1)[N+](=O)[O-])O,3.217
7971,CC1(C)C(N2C(C(NC(=O)CCCCC)C2S1)=O)C(O)=O,3.249
7972,N(CCCC(NC(=O)C)C(NCC1=CC=CC=C1)=O)C(NC)=O,0.664
7973,COCOC1CN(CC1OCOC)C(=O)NC(CC=2C=CC(=CC=2)OC)C(=O)NC(CC3=CNC=N3)C(NC(CC4CCCCC4)C(O)C5OC(=O)N(C5)CC)=O,-7.619
7974,FC(F)(F)C(C(F)(F)F)O,2.891
7975,C1=C(F)C(=CC=C1)NC(=O)C,2.527
7976,C12=CC=CC(=C1C(=O)C(=O)N(CC)C2=O)OC,2.462
7977,C12=CC=C(CN=C=S)C=C1C=CC=C2,6.407
7978,C1C(=COC1=O)C2C3(C(C4CCC5CC(CCC5(C)C4CC3)OC6OC(C)C(C(C6)OC=O)OC7OC(C)C(C(C7)OC=O)OC8CC(OC=O)C(C(C)O8)OC=O)(CC2OC=O)O)C,3.418
7979,C=1C=CC(OP(OC=2C=CC=CC=2)(=O)NN)=CC=1,3.023
7980,C=1C=C(C(OCOC(=O)CCC)=CC=1)C(N)=O,2.73
7981,N1C=2N(C)N=C(C)C=2C(C(=C1)C(OCC)=O)=NC3=CC=CC=C3,1.796
7982,C=1C=CC=C2C=3C(CC=12)=MC=4C=CC=CC=4C=3,8.64
7983,N1(C2=NC=NC(=C2C=N1)O)C(C3=CC=CC=C3)=O,2.114
7984,C(#N)C(C#N)=CC=1C(N2C=CC=CC2=NC=1N3CC(C)OC(C)C3)=O,4.937
7985,C1=C(C2=C(C=C1)C=CC=N2)NC(=O)C,3.133
7986,C(C)CCCCN1N=NC2=CC=CC=C12,5.206
7987,ClC=1C=C(N)C(=CC=1Cl)N,3.646
7988,C1CN1CC(O)CN2N=C(N=C2)[N+]([O-])=O,-0.382
7989,C=1C=CC=C2C(=O)N(C(=O)C=12)C(C(C)C)C(N=C3SC=C(N3)C4=CC=C(S(=O)(=O)N5CCOCC5)C=C4)=O,7.347
7990,O=[N+](C=CC=1C=CSC=1)[O-],3.61
7991,C1CN(CCO1)CCCC2=CC=CC=C2CSC3=CC=C(C=C3)F,5.623
7992,C12=C(C(CCNCCNC(=O)CCOCCCC3=CC=CC=C3)=CC=C1O)SC(=O)N2,2.803
7993,O(C)C=1C(=CC(C=O)=CC=1OC)OC,3.152
7994,C1CC(CCC1)N2N=C3C(=N2)C=CC(=C3)NC(C=4C=CC(=CC=4)[N+]([O-])=O)=O,6.149
7995,C=1C=CC=CC=1C2=CC(=O)SS2,4.203
7996,C(CC)CC(C1=CC=CC=C1)CCCCCCCC,8.787
7997,C1CN(CCN1C(=O)COC2=CC=C3C(C=CC=C3)=C2)S(=O)(=O)C4=CC=C5C(=C4)OCCO5,6.212
7998,OCC1C(C(C(O)C(O1)OC2=CC=CC=C2[N+](=O)[O-])O)O,0.783
7999,C(C)(=NOC(=O)N(SN(C(=O)OCCCC)CCCC)C)SC,5.137
8000,OC(=O)CC=1C(NC2=C(Cl)C=C(OC)C=C2Cl)=CC=CC=1,5.309
8001,c1c(cc(c(O)c1)[N+](=O)[O-])[N+]([O-])=O,-3.767
8002,C=1C(C)=CC=C2C=1C3=C(C=CC=C3)C=C2,6.523
8003,FC(F)(F)CNC,1.758
8004,CC(C)OC(=O)C=1C(OP(=S)(OCC)NC(C)C)=CC=CC=1,5.379
8005,BrC=1C=CC=C(C)C=1,4.903
8006,C1(=CC=CC=C1OC)OCC(O)=O,2.498
8007,O=C(O)C1=CC=C(C=C)C=C1,3.435
8008,C1=CC(=CC=N1)SC2NC(C2)=O,2.004
8009,CN(C)C(=O)C(C(N(C)C)=O)C(N(C)C)=O,-2.087
8010,C1(=CC=C(C=C1)CC(=O)O)OCC2=CC=CC=C2,3.304
8011,O=S(=O)(OC=1C=C(NC(=O)CC2=CC=CC=C2)C=CC=1)C,3.835
8012,C=1C=CC=C2C=1SC3=CC=CC=C3S2,6.181
8013,C1=C(Br)C(=C(Cl)C(NC(=O)C)=C1)C,4.297
8014,C=1C=CC=CC=1CCC=NNC(=O)C,3.143
8015,O(C1=CNC(C=N1)=N)C,2.155
8016,CN(C)C1=NC2=CC=CC=C2O1,4.028
8017,C1=CC(=CC(=NCC)N1)C=2NNC(=N)N=2,2.749
8018,C(OCC)(CON=CC1=CC=C(OCC(OCC)=O)C(=C1)OC)=O,4.284
8019,OCC(CO)NC(=O)C1=C(C(=C(C(N(C(C)=O)CC(O)CO)=C1I)I)C(=O)NC(CO)CO)I,0.783
8020,C1(CCC(O1)N2C=C(I)C(NC2=O)=N)CO,1.384
8021,CC(C)(C1=CC=C(C(O)=C1)C2CCCC(C2)O)CCCCC,7.118
8022,FC(F)(F)C1=CC=C(C(NC(C(CC)CC)=O)=C1)S(=O)(=O)N,5.002
8023,CC1(C)C(N2C(=O)C(C2S1)NC(C(C3=CC=CC=C3)NC(N4CCN(CC)C(=O)C4=O)=O)=O)C(=O)O,2.0
